"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034341","response to interferon-gamma","80/4308","199/18670",4.55062364584565e-08,1.89341634833029e-06,1.54286022199707e-06,"TXK/IRF4/IRF8/UBD/XCL2/IL12RB1/WAS/CCL19/CIITA/IRF5/HLA-DPB1/GBP5/TRIM22/CD47/CASP1/IFNG/MT2A/HLA-F/EVL/NLRC5/CCL22/TRIM8/HLA-DPA1/HLA-DRA/FCGR1A/XCL1/SP100/PTAFR/HLA-B/HLA-DQA1/IL23R/CYP27B1/GBP2/IRGM/HLA-DQB2/OAS2/IRF1/CITED1/CCL17/JAK2/IRF2/RAB20/LGALS9/ASS1/CCL25/HLA-G/VCAM1/B2M/PPARG/GBP4/GCH1/IFI30/OAS1/HCK/TRIM25/PARP14/GBP3/NR1H2/HLA-DRB1/PTPN2/CDC42EP2/MYO1C/GAPDH/BST2/SNCA/STXBP2/IFITM3/TLR2/OASL/IRF6/HLA-DQB1/CD44/HLA-C/CCL26/CDC42EP4/GSN/AIF1/TRIM38/OAS3/HLA-A",80
"GO:0071219","cellular response to molecule of bacterial origin","84/4308","212/18670",4.59965658547756e-08,1.90139050799676e-06,1.54935800773981e-06,"STAP1/CXCL10/CD180/TLR6/IRF8/PTPN22/CD6/IL24/TNFAIP3/LILRB1/CCR5/CARD8/KLRK1/GFI1/LY86/AICDA/TNIP3/KMO/CXCL13/TNF/IL18/TLR1/CD86/HAVCR2/NLRP7/NOD2/CASP1/TNFSF4/CXCL11/GSTP1/CARD16/CSF2/FCGR2B/PTAFR/LY96/PYCARD/LDOC1/CXCL9/CARD17/IL12A/BMP6/DAB2IP/IRGM/PAF1/BCR/CDK19/CD274/IL1B/ABL1/MALT1/ASS1/NUGGC/SIGIRR/TRIB1/DEFA3/HCK/TRIM41/PRDX2/TREM2/NR1H2/TNFRSF1B/PDCD1LG2/NR1H4/CDK4/CD80/MEF2C/NLRP3/CXCL1/CEBPB/TLR2/NFKBIL1/NFKBIB/BCL10/ABCC2/SASH1/TGFB1/PDCD4/EDNRB/CX3CR1/RHOA/PF4/LILRA2/TICAM2/ABCA1",84
"GO:0070126","mitochondrial translational termination","44/4308","89/18670",4.81025607156253e-08,1.97561871945594e-06,1.6098432543742e-06,"MRPL2/MTRF1/MRPS11/MRPL28/MRPL20/AURKAIP1/MRPS7/MRPL54/GADD45GIP1/MRPS26/MRPL24/MRPL40/MRPL38/MRPS28/MRPL12/MRPL27/MRPL4/MRPL23/MRPL14/MRPS18A/MRPL43/ERAL1/MRPL17/MRPS18B/MRPS36/MRPL34/MRPS23/MRPL46/MRPL3/MRPL22/MRPS15/MRPL51/MRPS18C/MRPS35/MRPL52/MRPL15/MRPL47/MRPL37/MRPS22/MRPL57/MRPL21/MRPS5/MRPL32/MRPL36",44
"GO:0035710","CD4-positive, alpha-beta T cell activation","45/4308","92/18670",5.1219722070088e-08,2.09015865832167e-06,1.70317672308633e-06,"SLAMF6/LY9/SASH3/IRF4/MYB/SPN/FUT7/NCKAP1L/IL12RB1/PLA2G2D/RUNX3/CCL19/IL18/JAK3/CD86/FOXP3/BATF/CD83/IFNG/TBX21/GPR183/TNFSF4/XCL1/IL23A/CD160/IL23R/IL12A/IL4R/LEF1/CD274/MALT1/LGALS9/GATA3/STOML2/ZBTB7B/PTGER4/CD80/NLRP3/AGER/TCIRG1/LOXL3/SH3RF1/PRKCZ/RUNX1/ARG2",45
"GO:0009615","response to virus","117/4308","323/18670",5.16999732933488e-08,2.09631866232776e-06,1.70819623459352e-06,"AIM2/CXCL10/BIRC3/CXCR4/TNFAIP3/LILRB1/PTPRC/APOBEC3D/IL12RB1/AICDA/TNF/CCL19/PIM2/TLR7/MICB/TLR9/RNF125/APOBEC3G/FOXP3/UNC13D/RNASE6/IRF5/PMAIP1/GBF1/TRIM22/TSPAN32/IFNG/TBX21/CARD9/TNFSF4/NLRC5/CCL22/LYST/XCL1/DUOX2/APOBEC3F/TRAF3/IL23A/STMN1/CGAS/PYCARD/POLR3E/CD40/CXCL9/SLFN13/CDK6/DDX58/ARF1/IL23R/TLR8/IL12A/TRAF3IP1/SKP2/ADARB1/CD207/HYAL2/IRGM/OAS2/IL1B/IRF1/EXOSC4/IFIH1/ZC3HAV1/MX2/IRF2/LGALS9/CXCL12/POLR3H/APOBEC3H/FAM111A/RNASEL/IFIT2/GATA3/NLRX1/BIRC2/ABCF3/NT5C3A/DEFA3/UNC93B1/PQBP1/OAS1/SERINC5/TRIM25/UFD1/LAMTOR5/GBP3/APOBEC3C/TRIM11/IFNAR2/TARBP2/RRP1B/DDX1/NLRP3/BST2/IKBKB/ISG20/DTX3L/GTF2F1/IL33/IFITM3/TKFC/ENO1/PSMA2/AP1S1/OASL/CCDC130/ZNF175/RTP4/POLR3B/IL2RA/HYAL1/PRF1/TRIM38/SELENOK/OAS3/C1QBP/IFI16",117
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","128/4308","361/18670",5.22452619732776e-08,2.10502112482206e-06,1.71528748170761e-06,"POU2F2/CD19/BTK/KLHL6/SLAMF6/LY9/FCER2/SASH3/IRF4/CD28/GAPT/TNFRSF13C/SPN/CD27/CCR2/CR2/IGLL5/TNFAIP3/LILRB1/PTPRC/CCR6/IL12RB1/AICDA/CXCL13/WAS/LTA/INPP5D/IL7R/TNF/CCL19/CD8A/IL18/MICB/CD40LG/JAK3/PVR/FOXP3/UNC13D/BTN3A2/HAVCR2/CD226/BATF/P2RX7/BTN3A3/NECTIN2/TBX21/ATAD5/HLA-F/EBI3/TNFSF4/AIRE/SLA2/ZBTB1/CTSH/CD70/PTPN6/IGLL1/C17orf99/XCL1/FCGR2B/IL23A/EXO1/CD1C/HLA-B/MYO1G/CD40/STX7/GZMM/CD1A/IL23R/TLR8/IL12A/CD1E/CD4/TSTA3/CD74/CD1B/IL4R/TNFSF13B/C2/LEF1/C4BPB/CD274/IL1B/IL27RA/KDELR1/CR1/LIG4/MALT1/GATA3/HLA-G/B2M/TRPM4/TNFRSF1B/MLH1/ZBTB7B/ADA/IL6R/CD80/MEF2C/NLRP3/SUSD4/AGER/TCIRG1/CLCF1/IL33/NFKB2/FAM49B/C7/SHLD3/BCL10/PARP3/C4BPA/GNL1/HLA-DQB1/HLA-C/TGFB1/EXOSC3/PPP3CB/SWAP70/LOXL3/C8A/C5/PRKCZ/DENND1B/PRF1/HLA-A/C1QBP",128
"GO:0042100","B cell proliferation","46/4308","95/18670",5.40376307752488e-08,2.16354438688826e-06,1.76297546812596e-06,"TNFRSF13B/CD19/CTLA4/CD180/BTK/MS4A1/CD79A/MZB1/CARD11/SASH3/IKZF3/GAPT/TNFRSF13C/CR2/FCRL3/PTPRC/ATM/NCKAP1L/INPP5D/IL7R/CD22/TLR9/CD40LG/NFATC2/ATAD5/IL7/GPR183/CD70/PLCL2/FCGR2B/CD40/CD74/TNFSF13B/LEF1/CD38/ABL1/CD300A/CASP3/ADA/MEF2C/AHR/CLCF1/MNDA/PELI1/TNFRSF21/TYROBP",46
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","47/4308","98/18670",5.65338121419134e-08,2.24933905059638e-06,1.83288569891677e-06,"HLA-DOB/LAG3/CENPE/KIF11/RACGAP1/HLA-DOA/CTSS/KIF4A/HLA-DPB1/KIF23/KIF15/HLA-DPA1/HLA-DRA/FCGR2B/HLA-DQA1/CLTA/ARF1/DYNC1I1/AP1M2/CD74/HLA-DQB2/DCTN3/HLA-DMA/DCTN2/SEC13/KIF2C/KIF2A/AP1S2/ACTR1B/RILP/IFI30/AP2S1/ACTR1A/RAB7A/HLA-DRB1/AP2M1/HLA-DMB/LGMN/CTSL/SEC31A/AP1S1/DCTN1/CLTC/HLA-DQB1/DCTN6/SPTBN2/KIF22",47
"GO:0071216","cellular response to biotic stimulus","91/4308","236/18670",5.90666704238753e-08,2.33551816098379e-06,1.90310919809649e-06,"STAP1/CXCL10/CD180/BTK/TLR6/IRF8/PTPN22/CD6/IL24/TNFAIP3/LILRB1/CCR5/CARD8/KLRK1/GFI1/LY86/AICDA/TNIP3/KMO/CXCL13/TNF/IL18/TLR1/CD86/HAVCR2/NLRP7/NOD2/CASP1/TNFSF4/EME1/CXCL11/GSTP1/CARD16/CSF2/FCGR2B/PTAFR/LY96/PYCARD/LDOC1/CXCL9/CARD17/IL12A/BMP6/APAF1/CLEC7A/DAB2IP/IRGM/PAF1/BCR/WFS1/CDK19/CD274/IL1B/ABL1/MALT1/ASS1/NUGGC/SIGIRR/TRIB1/DEFA3/HCK/TRIM41/PRDX2/TREM2/NR1H2/TNFRSF1B/PDCD1LG2/NR1H4/CDK4/CD80/MEF2C/NLRP3/CXCL1/DDIT3/CEBPB/TLR2/NFKBIL1/NFKBIB/BCL10/ABCC2/SASH1/TGFB1/PDCD4/EDNRB/CX3CR1/RHOA/PF4/TMCO1/LILRA2/TICAM2/ABCA1",91
"GO:0002260","lymphocyte homeostasis","34/4308","62/18670",6.19107938867088e-08,2.43286490051104e-06,1.98243269833464e-06,"TNFRSF13B/TNFRSF17/GPR174/CORO1A/SIT1/GAPT/TNFRSF13C/TNFAIP3/NCKAP1L/DOCK10/JAK3/FOXP3/P2RX7/PMAIP1/CCNB2/FOXN1/ZC3H8/CD74/SH2B2/TNFSF13B/ABL1/CASP3/LGALS9/SOS1/PPP2R3C/CACNA1F/ADA/LAT/MEF2C/TCIRG1/BCL10/TGFB1/PPP3CB/IL2RA",34
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","58/4308","131/18670",6.2791266066338e-08,2.45232637900802e-06,1.99829098595359e-06,"FSD1/NUSAP1/MYBL2/NDC80/CENPE/NUF2/KIF11/AURKB/MAD2L1/RACGAP1/TPX2/KIF4A/KIF23/TACC3/ESPL1/CHMP2A/CENPA/NEK2/KIFC1/GOLGA2/CEP97/PLK1/STIL/ANKRD53/STMN1/BIRC5/CCSAP/NDE1/NSFL1C/DCTN2/CHEK2/KIF2A/ACTR1B/RAB11A/DRG1/ACTR1A/SBDS/PRC1/SPC25/PTPA/SAPCD2/HSPA1B/CHMP2B/TACC2/BORA/MISP/TUBG1/HSPA1A/CHMP4B/VCP/DCTN1/PARP3/CLTC/WDR62/RHOA/PAFAH1B1/TTK/CHMP1A",58
"GO:0002223","stimulatory C-type lectin receptor signaling pathway","52/4308","113/18670",6.39243036889301e-08,2.48135437368128e-06,2.02194459935204e-06,"CARD11/KLRK1/PLCG2/MUC16/ICAM3/CARD9/PSMC3/PSMB5/PSMC5/PSMD8/PSMB6/PSMB4/PSMB1/RPS6KA5/PSMC4/MALT1/CLEC10A/PSMD1/PRKACB/PSMD3/PSMB8/PSMD9/MUC20/PSMB9/PSMD14/PSMC1/PSMC2/PSMA7/PSMA3/PSMD4/PSMD2/RAF1/PSMA8/PSMA1/PRKACA/IKBKB/PSMB7/PSMA6/SKP1/PSMA2/PSMB2/PSMD7/BCL10/PAK2/CLEC4A/PSMD13/PSME3/PSMD11/PSMA4/TAB2/CLEC4C/PSMF1",52
"GO:0002220","innate immune response activating cell surface receptor signaling pathway","53/4308","116/18670",6.44148025804094e-08,2.48524020137507e-06,2.02511098638761e-06,"CARD11/KLRK1/PLCG2/MUC16/ICAM3/CARD9/PSMC3/PSMB5/PSMC5/PSMD8/PSMB6/PSMB4/PSMB1/RPS6KA5/PSMC4/MALT1/CLEC10A/PSMD1/PRKACB/PSMD3/PSMB8/PSMD9/MUC20/PSMB9/PSMD14/PSMC1/PSMC2/PSMA7/PSMA3/PSMD4/PSMD2/RAF1/PSMA8/PSMA1/PRKACA/IKBKB/PSMB7/PSMA6/SKP1/PSMA2/PSMB2/PSMD7/BCL10/PAK2/CLEC4A/PSMD13/PSME3/PSMD11/PSMA4/TAB2/CLEC4C/LILRA2/PSMF1",53
"GO:0043254","regulation of protein-containing complex assembly","147/4308","429/18670",6.65145296753246e-08,2.55079214405492e-06,2.07852632999366e-06,"AIM2/TLR6/CARMIL2/TMC8/JCHAIN/CORO1A/NIN/NLRC3/ATM/TRABD2A/NCKAP1L/CXCL13/WAS/TCL1A/TNF/NAPA/LCP1/FCHSD2/HCLS1/KIF14/CRACD/PLEK/PMAIP1/GBP5/PTK2B/SKAP1/CDK5R1/MED25/IFNG/TRIOBP/HJURP/EVL/PSMC3/P2RY12/PICK1/CCR7/CREB1/SLF1/CSF2/WNT10B/ANKRD53/STMN1/PSMC5/PYCARD/PEX14/SORL1/PARK7/NPHS1/DMTN/CORO1B/INPP5J/ARF1/XPA/TRAF3IP1/CTTN/COTL1/ARHGEF5/CLEC7A/DAB2IP/IRGM/RHOC/CLIP3/ARL2/PSMC4/MTLN/ABL1/SLF2/PRUNE1/TRAPPC12/BIRC2/RAC1/DRG1/KIF9/TMSB4X/TMSB15B/MIEF2/HCK/BBS10/CDH17/FAF1/STX1B/TMOD4/EIF4G1/BAIAP2L1/LATS1/VEGFA/PSMC2/SELP/UNC13B/GBA2/RBX1/CRYAB/RAF1/CDC42EP2/PINK1/MAPT/VPS18/ULK1/MAPRE3/PTGER4/MYO1C/CDT1/STMN2/HSPA1B/ESR1/DBN1/BBS4/FCHSD1/SAR1A/DDB1/DDB2/SNCA/LCMT1/ALOX15/BAIAP2/GMFG/LDLRAD4/HSPA1A/VCP/PIH1D1/PRRT2/ATF7IP/DCTN1/TMOD2/KANK1/CTNNBIP1/ERCC2/FARP2/CDKN1B/SPTBN2/TGFB1/CAMSAP3/CCL26/ARPC1A/GBA/PARP1/RHOA/CDC42EP4/KANK3/GSN/PRKCZ/ERCC5/APOE/STUB1/MAPRE1/TENM1/ABCA1",147
"GO:0006754","ATP biosynthetic process","30/4308","52/18670",7.95676305966229e-08,3.01504485939346e-06,2.45682508508871e-06,"COX5B/ALDOA/ATP5MC1/DNAJC30/ATP5PD/ATP5F1D/SPHK2/ATP5ME/ATP5MF/STOML2/ATP5F1B/TMSB4X/ATP5MG/ATP5MC3/ATP5F1E/ATP5F1A/CYC1/TREM2/PINK1/ATP5PF/ATP5F1C/DMAC2L/UQCC3/ATP5PB/ENO1/VCP/AK9/ATP5PO/TGFB1/PARP1",30
"GO:0032653","regulation of interleukin-10 production","30/4308","52/18670",7.95676305966229e-08,3.01504485939346e-06,2.45682508508871e-06,"TIGIT/SASH3/IRF4/CD28/LILRB1/TLR9/CD40LG/JAK3/FOXP3/CD83/NOD2/CD47/TNFSF4/XCL1/FCGR2B/IL23A/PYCARD/IL23R/CLEC7A/CD274/LGALS9/TREM2/PDCD1LG2/TUSC2/AGER/INAVA/TLR2/TNFRSF21/PRKCZ/TYROBP",30
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","28/4308","47/18670",8.33091763477657e-08,3.13814329366791e-06,2.55713248858168e-06,"SASH3/IRF4/MYB/NCKAP1L/IL12RB1/RUNX3/CCL19/IL18/JAK3/CD86/FOXP3/CD83/IFNG/TBX21/TNFSF4/IL23A/IL23R/IL4R/MALT1/LGALS9/GATA3/ZBTB7B/CD80/NLRP3/LOXL3/SH3RF1/PRKCZ/RUNX1",28
"GO:0042267","natural killer cell mediated cytotoxicity","33/4308","60/18670",8.78638153417051e-08,3.29024146156056e-06,2.68107047680447e-06,"SLAMF7/SLAMF6/CORO1A/CRTAM/VAV1/LILRB1/KLRK1/LAG3/RASGRP1/IL18/SH2D1A/MICB/PVR/UNC13D/HAVCR2/CD226/NECTIN2/HLA-F/LYST/PTPN6/NCR3/ARRB2/CD160/PRDX1/IL12A/SERPINB9/LGALS9/HLA-G/TUBB/TUBB4B/CRK/LAMP1/NCR1",33
"GO:0015985","energy coupled proton transport, down electrochemical gradient","19/4308","26/18670",9.05073738082056e-08,3.34982524222696e-06,2.72962263235518e-06,"COX5B/ATP5MC1/DNAJC30/ATP5PD/ATP5F1D/ATP5ME/ATP5MF/STOML2/ATP5F1B/ATP5MG/ATP5MC3/ATP5F1E/ATP5F1A/CYC1/ATP5PF/ATP5F1C/DMAC2L/ATP5PB/ATP5PO",19
"GO:0015986","ATP synthesis coupled proton transport","19/4308","26/18670",9.05073738082056e-08,3.34982524222696e-06,2.72962263235518e-06,"COX5B/ATP5MC1/DNAJC30/ATP5PD/ATP5F1D/ATP5ME/ATP5MF/STOML2/ATP5F1B/ATP5MG/ATP5MC3/ATP5F1E/ATP5F1A/CYC1/ATP5PF/ATP5F1C/DMAC2L/ATP5PB/ATP5PO",19
"GO:0015980","energy derivation by oxidation of organic compounds","105/4308","286/18670",1.13776206225835e-07,4.18430193841556e-06,3.40960033608015e-06,"RUBCNL/DYRK2/ACADVL/CDK1/NDUFS5/IFNG/NDUFB7/COX5B/NDUFB8/COX8A/ETFB/NDUFA7/NDUFV1/COX6A1/MTFR2/NDUFS6/NDUFB9/NDUFA13/UQCR11/PPP1CC/SUCLG1/IDH3G/NDUFS8/NDUFA11/NDUFA3/CBFA2T3/NDUFC2/PARK7/NDUFA1/NDUFB2/NDUFB11/NDUFA12/NDUFV3/UQCRQ/NDUFA6/UQCRC1/UQCR10/COX6B1/ATP5F1D/NDUFA2/NDUFB10/NDUFAB1/BLOC1S1/COX7B/NDUFB1/COX6C/NDUFS7/NDUFA8/POLG2/AIFM2/FH/COX7C/NDUFS4/NDUFA10/COX4I1/OGDH/KHK/NDUFS3/NDUFA4/PDHA1/COX5A/NDUFB4/NDUFA9/MDH2/PRDM16/STK40/NDUFS2/CYC1/LYRM7/PPP1CA/PYGB/NDUFB6/NDUFV2/GBE1/SLC25A25/PINK1/GCGR/IDH3B/INPP5K/PDHB/NDUFC1/UQCC3/SNCA/UQCRFS1/COQ9/IRS1/OGDHL/VCP/SDHB/UCN/PHKG2/POMC/PHKB/SDHC/MC4R/SURF1/ACO2/PGM1/NDUFAF2/GSK3A/SUCLA2/NNT/SDHAF2/DLD/NDUFB3",105
"GO:0022408","negative regulation of cell-cell adhesion","73/4308","180/18670",1.14368290493922e-07,4.18430193841556e-06,3.40960033608015e-06,"CTLA4/TIGIT/LAX1/PTPN22/SPN/LILRB1/PLA2G2D/BTN2A2/LAG3/RUNX3/AKNA/RIPOR2/JAK3/CD86/FOXP3/HAVCR2/TNFAIP8L2/TBX21/TMEM131L/PAG1/ADTRP/TNFSF4/IHH/PTPN6/XCL1/WNT1/FCGR2B/ZC3H8/ERBB2/BMP6/NF2/CD74/ADAMTS18/IL4R/CD274/IRF1/ABL1/CD300A/JAK2/CASP3/LGALS9/ASS1/CCL25/TNR/CXCL12/HLA-G/FXYD5/PRDX2/VEGFA/ADORA2A/PTPN2/PDCD1LG2/DUSP3/CD9/ZBTB7B/MAPK7/SPINT2/CD80/DTX1/CEBPB/PELI1/PTK2/EPB41L5/MBP/TGFB1/IL2RA/SWAP70/LOXL3/EPCAM/TNFRSF21/RUNX1/SH2B3/ARG2",73
"GO:0042113","B cell activation","112/4308","310/18670",1.15613539206617e-07,4.20569023193898e-06,3.42702869900876e-06,"TNFRSF13B/POU2F2/CD19/CTLA4/CD180/BTK/MS4A1/PRKCB/CD79A/MZB1/FCRL1/CD79B/CARD11/SASH3/ITGA4/LAX1/IKZF3/CD28/LAT2/GAPT/TNFRSF13C/CD27/CR2/FCRL3/IGLL5/TNFAIP3/PTPRC/ATM/CCR6/HDAC9/NCKAP1L/AICDA/CXCR5/INPP5D/SLAMF8/IL7R/DOCK10/ZAP70/PLCG2/PIK3CD/CD22/TLR9/CD40LG/JAK3/FOXP3/NFATC2/BATF/BANK1/PTK2B/FLT3/NOD2/TBX21/ATAD5/CASP8/IL7/ATP11C/GPR183/TNFSF4/SLA2/ZBTB1/CD70/PTPN6/IGLL1/C17orf99/PLCL2/FCGR2B/EXO1/NFAM1/SAMSN1/CD40/HMGB3/SKAP2/CD74/TNFSF13B/LEF1/ITFG2/CD38/ABL1/IL27RA/CD300A/CASP3/LIG4/MALT1/LYL1/VCAM1/INHA/CDH17/PPP2R3C/GPS2/PTPN2/MLH1/ADA/MEF2C/TCF3/BST2/AHR/TCIRG1/CLCF1/BAD/SHLD3/PARP3/MFNG/MNDA/PELI1/CYLD/TGFB1/EXOSC3/SWAP70/LFNG/TNFRSF21/TYROBP/ADGRG3",112
"GO:0051656","establishment of organelle localization","138/4308","401/18670",1.24914659540811e-07,4.51822001498184e-06,3.68169522857127e-06,"BTK/CD84/CENPF/ITGA4/LAT2/NUSAP1/ATM/RAC2/DLGAP5/LRMP/NDC80/RASGRP1/MEI1/CENPE/NUF2/NAPA/PIK3CD/MAD2L1/KIF14/CDCA8/UNC13D/KIF23/CEP120/PIK3CG/NECTIN2/GBF1/CDCA5/ESPL1/CHMP2A/CENPA/TRAPPC3/KIFC1/GOLGA2/PLK1/RAB11B/PEF1/ANKRD53/EIF6/PEX14/RAB27B/UCHL1/ARF1/DYNC1I1/NDE1/CBL/SERPINA1/AP1M2/MYO5A/RAB1B/IL4R/CRHR1/NSFL1C/BLOC1S1/VPS4A/DCTN2/GORASP1/SPHK2/CD300A/SEC13/SNAPIN/TRAPPC5/LGALS9/KIF2C/ARFGAP2/STK25/KATNB1/BICDL1/TRAPPC12/ACTR1B/RAB11A/AP3D1/CD59/TRIM46/PDCD6/KIF1C/ACTR1A/SNAP91/RAB1A/STX5/ATP6AP1/MLH1/PINK1/MAPT/TFG/PPP6R3/LAT/KIF5C/CHGA/TRAPPC4/MYO1C/CDT1/SAPCD2/CLN3/AP3B1/CHMP7/BBS4/SAR1A/CHMP2B/COPG1/CHMP6/BOD1/SNCA/STXBP2/RAB17/VAMP8/ADORA2B/MISP/MYO7A/SEC31A/CHMP4B/TRAPPC2/DCTN1/SYNE3/COPG2/TRAPPC1/PTK2/BLOC1S5/MREG/LRRK2/SNAP23/S100A13/LAMP1/DNM3/MILR1/COL7A1/KIF22/BBS5/PRKCZ/PAFAH1B1/MARK1/GEM/WIPI1/CENPC/CHMP1A/SCFD1/USO1/AP3S2/ACTN4",138
"GO:0001736","establishment of planar polarity","55/4308","124/18670",1.2658095272638e-07,4.52704688233783e-06,3.68888784763808e-06,"TIAM1/PSMC3/DVL1/WNT1/PSMB5/PSMC5/ARRB2/PSMD8/PSMB6/PSMB4/PSMB1/BRSK2/PSMC4/WDR1/ABL1/WNT7A/PSMD1/PSMD3/RAC1/PSMB8/AP2S1/PSMD9/PSMB9/PSMD14/CELSR3/PSMC1/PSMC2/PSMA7/AP2M1/PSMA3/PSMD4/PSMD2/PSMA8/PSMA1/DVL3/SAPCD2/RSPO3/MAGI2/PSMB7/DLG3/PSMA6/PSMA2/PSMB2/PSMD7/TP63/CLTC/PSMD13/PARD6A/PSME3/FOXF2/PSMD11/RHOA/PSMA4/PSMF1/PAFAH1B1",55
"GO:0007164","establishment of tissue polarity","55/4308","124/18670",1.2658095272638e-07,4.52704688233783e-06,3.68888784763808e-06,"TIAM1/PSMC3/DVL1/WNT1/PSMB5/PSMC5/ARRB2/PSMD8/PSMB6/PSMB4/PSMB1/BRSK2/PSMC4/WDR1/ABL1/WNT7A/PSMD1/PSMD3/RAC1/PSMB8/AP2S1/PSMD9/PSMB9/PSMD14/CELSR3/PSMC1/PSMC2/PSMA7/AP2M1/PSMA3/PSMD4/PSMD2/PSMA8/PSMA1/DVL3/SAPCD2/RSPO3/MAGI2/PSMB7/DLG3/PSMA6/PSMA2/PSMB2/PSMD7/TP63/CLTC/PSMD13/PARD6A/PSME3/FOXF2/PSMD11/RHOA/PSMA4/PSMF1/PAFAH1B1",55
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","33/4308","61/18670",1.49097318941517e-07,5.28557915931066e-06,4.30698184385518e-06,"SASH3/IRF4/MYB/NCKAP1L/IL12RB1/RUNX3/CCL19/IL18/JAK3/CD86/FOXP3/CD83/IFNG/TBX21/TNFSF4/XCL1/IL23A/CD160/IL23R/IL4R/CD274/MALT1/LGALS9/GATA3/ZBTB7B/CD80/NLRP3/AGER/LOXL3/SH3RF1/PRKCZ/RUNX1/ARG2",33
"GO:0001776","leukocyte homeostasis","42/4308","86/18670",1.49450871611046e-07,5.28557915931066e-06,4.30698184385518e-06,"TNFRSF13B/TNFRSF17/GPR174/CORO1A/SIT1/GAPT/TNFRSF13C/CCR2/TNFAIP3/NCKAP1L/DOCK10/PIK3CD/JAK3/ITPKB/FOXP3/P2RX7/PMAIP1/CCNB2/FLT3/GPR183/FOXN1/ZC3H8/CD74/SH2B2/TNFSF13B/ABL1/SLC7A11/CASP3/LGALS9/SOS1/PPP2R3C/CACNA1F/ADA/LAT/BAP1/MEF2C/TCIRG1/BCL10/TGFB1/PPP3CB/IL2RA/SH2B3",42
"GO:0140053","mitochondrial gene expression","67/4308","162/18670",1.55980865343481e-07,5.48604524185966e-06,4.47033268050406e-06,"MRPL2/HSD17B10/NDUFA7/MTRF1/MRPS11/CHCHD10/MRPL28/MRPL20/AURKAIP1/MRPS7/MRPL54/GADD45GIP1/MRPS26/MRPL24/MRPL40/MRPL38/MALSU1/MRPS28/MRPL12/MRPL27/SLC25A33/MRPL4/MRPL23/MTO1/MRPL14/MTERF1/COA3/TUFM/EARS2/MRPS18A/MRPL43/ERAL1/MRPL17/MRPS18B/MRPS36/MRPL34/TFB2M/MRPS23/ELAC2/UQCC2/MRPL46/PPARGC1B/TRUB2/NGRN/MRPL3/MRPL22/TSFM/LARS2/MRPS15/MRPL51/MRPS18C/MRPS35/MRPL52/MPV17L2/MRPL15/GARS1/MRPL47/TRMT10B/MRPL37/MRPS22/MRPL57/MRPL21/NSUN4/MRPS5/MRPL32/MRPL36/C1QBP",67
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","45/4308","95/18670",1.7003806895095e-07,5.94759531286675e-06,4.84642917171939e-06,"KIF14/CCNF/PSMC3/PSMB5/PSMC5/STYX/PSMD8/PSMB6/PSMB4/SKP2/PSMB1/FBXO48/PSMC4/PSMD1/PSMD3/PSMB8/FBXL15/PSMD9/PSMB9/PSMD14/PSMC1/PSMC2/PSMA7/PSMA3/PSMD4/PSMD2/RBX1/PSMA8/PSMA1/PSMB7/FBXW7/PSMA6/SKP1/PSMA2/PSMB2/DMAC2/PSMD7/FBXO4/AMN1/PSMD13/PSME3/PSMD11/PSMA4/PSMF1/RNF7",45
"GO:0031295","T cell costimulation","31/4308","56/18670",1.76793295835416e-07,6.15008809447137e-06,5.01143147470194e-06,"BTLA/CTLA4/CARD11/ICOS/CD28/CD3E/TNFRSF13C/CD5/PDCD1/LCK/VAV1/KLRK1/CCL19/GRAP2/CD40LG/CD86/TMIGD2/DPP4/TNFSF4/PTPN6/CCR7/CSK/CD160/TNFSF13B/CD274/HHLA2/RAC1/EFNB1/PDCD1LG2/CD80/PAK2",31
"GO:0006415","translational termination","48/4308","104/18670",1.81107287975924e-07,6.26591845247137e-06,5.10581644819997e-06,"MRPL2/MTRF1/EIF5A/MRPS11/MRPL28/APEH/MRPL20/AURKAIP1/MRPS7/MRPL54/GADD45GIP1/MRPS26/MRPL24/MRPL40/MRPL38/MRPS28/MRPL12/MRPL27/MRPL4/MRPL23/MRPL14/MRPS18A/MRPL43/ERAL1/MRPL17/MRPS18B/MRPS36/MRPL34/MRPS23/MRPL46/MRPL3/MRPL22/MRPS15/ETF1/MRPL51/MRPS18C/MRPS35/MRPL52/MRPL15/MRPL47/MRPL37/MRPS22/MRPL57/MRPL21/MRPS5/MRPL32/GLE1/MRPL36",48
