"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000779","condensed chromosome, centromeric region","37/2417","118/19717",3.46687940398908e-08,2.12652135190433e-06,1.73744325512383e-06,"NDC80/CENPK/CENPF/AURKB/NUF2/SEPTIN6/BUB1/NCAPG/SKA3/CENPM/CSNK1A1/SPC24/NEK2/BUB1B/SGO2/CENPE/SYCP2L/KNTC1/HJURP/MAD2L1/NDE1/PHF2/KNL1/MIS12/SGO1/CENPA/SEPTIN2/PLK1/CENPU/SKA1/TEX14/SPC25/CEBPB/BIRC5/CDT1/BUB3/CENPB",37
"GO:0031252","cell leading edge","88/2417","403/19717",3.66115584258995e-08,2.12652135190433e-06,1.73744325512383e-06,"CARMIL2/DOCK8/RASGRP2/CORO1A/PSTPIP1/RIPOR2/ARHGAP45/SCIMP/ARHGEF6/RINL/SKAP1/PTK2B/LCP1/PACSIN1/ABCA7/CDC42BPB/APBB1IP/WIPF1/RAC2/ARFIP2/EVL/SLC39A14/CXCR4/ABL1/FGD2/PTPRO/THEM4/DGKZ/CDK6/CSPG4/PLEK/PIP5K1A/AKAP5/FGD3/GBF1/SH3BP1/CTNNA1/TIAM1/CTNND1/ARF4/MYO1C/CNTNAP2/FERMT2/PTPRM/ARF1/ITGB1/ATF4/PLEKHO1/CLIP1/KCNC3/SRC/DUOX2/DDX58/INPP5J/RAC1/SH3RF1/EPS8L3/SNX1/BAIAP2/LAMP5/PAFAH1B1/ANK1/SAMSN1/EPS8L1/ABI3/CDK5/EPS8L2/FGR/PXN/PSD/TNFRSF12A/DAG1/ITGB3/AMOTL1/ARHGEF26/INPP5K/RAPH1/APC/BCAR1/MYO5A/SLC9A3R1/PTPRJ/SLK/PTPRK/APP/FLOT1/PTK2/APPL2",88
"GO:0005911","cell-cell junction","90/2417","416/19717",4.05795537084201e-08,2.1756883795976e-06,1.77761445799638e-06,"P2RX7/CORO1A/CD3E/ZAP70/CD96/PTPN6/THEMIS/WAS/CD53/SKAP1/VAV1/JAML/CD2/CDC42BPB/LCP2/CSK/NECTIN2/ITK/FGFRL1/CLIC4/CCN3/ADGRB1/FRMPD2/JUP/PLXDC1/SH3BP1/CTNNA1/CLDN7/TNK2/MLC1/TIAM1/CTNND1/NIBAN2/PCDH1/PPL/RAP2B/TJP2/YBX3/AHI1/GAB1/UBA1/ABCB11/CNTNAP2/PKP3/HEG1/PTPRM/ANKRD23/PKP2/B4GALT1/ABCB4/ATP1A1/ITGB1/EVPL/DDX58/SHROOM3/ACTN4/LSR/CAMSAP3/SAPCD2/ESAM/CLDN15/OCLN/NPHP4/PKP1/OBSL1/PXN/CNKSR1/NECTIN3/LAT/AKT1/AMOTL1/VCL/TJP1/APC/SORBS1/AOC1/F11R/PTPRJ/KRT8/WDR1/PTPRK/APP/FLOT1/DLG3/PTK2/CDK4/CRB3/KIRREL1/AJM1/SH3KBP1",90
"GO:0002102","podosome","16/2417","30/19717",6.60801381393669e-08,3.28984687736705e-06,2.68792140852613e-06,"BIN2/LCP1/LPXN/ADAM8/FERMT3/SH3GL1/ARHGEF5/SRC/HNRNPK/SCIN/VCL/TJP1/SVIL/AFAP1L1/RHOU/WDR1",16
"GO:0030139","endocytic vesicle","70/2417","303/19717",9.27539063483446e-08,4.30996484831974e-06,3.52139391820733e-06,"HVCN1/CORO1A/NCF1/WAS/HLA-DPB1/FMNL1/PLD4/HLA-F/CTLA4/FCHO1/TLR6/DAB2IP/TLR7/ARRB2/RAC2/EVL/NCF4/TLR1/CYBB/HLA-DQA1/HLA-DPA1/ADAM8/SCGB3A2/HLA-B/LPAR2/HLA-A/CD74/ATP6V0A1/HLA-DRA/INPP5F/UNC93B1/FFAR4/RAB11B/CDC42EP4/HLA-G/MYO1C/HLA-DRB1/HLA-DQB1/WNT7A/TF/ELANE/IRGM/LDLR/TAP1/MPEG1/NCF2/CLTCL1/APOE/B2M/RAB34/CLTB/OCLN/WNT1/SYT7/ECPAS/TAP2/RAB5C/TLR2/ATP6V0D2/RAB31/ATP6V0C/RAB20/HIP1/SPARC/TLR9/APPL2/STX12/RAB38/SH3KBP1/CAMK2G",70
"GO:0042613","MHC class II protein complex","11/2417","16/19717",2.22390457016022e-07,9.68788428376045e-06,7.91534455563604e-06,"HLA-DPB1/HLA-DOA/HLA-DMB/HLA-DOB/HLA-DQA1/HLA-DPA1/CD74/HLA-DRA/HLA-DRB1/HLA-DQB1/HLA-DMA",11
"GO:0001772","immunological synapse","17/2417","36/19717",2.57852560151321e-07,1.05719549662041e-05,8.63766161249935e-06,"CARD11/CD37/GZMA/LCK/CORO1A/CD3E/ZAP70/SCIMP/CD53/SKAP1/CD6/FYB2/HAVCR2/RHOH/CD28/LAT/PTPRJ",17
"GO:0000777","condensed chromosome kinetochore","32/2417","105/19717",5.85772867658858e-07,2.26824271532347e-05,1.8532346280903e-05,"NDC80/CENPK/CENPF/NUF2/SEPTIN6/BUB1/SKA3/CENPM/CSNK1A1/SPC24/NEK2/BUB1B/SGO2/CENPE/KNTC1/HJURP/MAD2L1/NDE1/PHF2/KNL1/MIS12/SGO1/CENPA/SEPTIN2/PLK1/CENPU/SKA1/TEX14/SPC25/BIRC5/CDT1/BUB3",32
"GO:0030670","phagocytic vesicle membrane","25/2417","76/19717",2.08899681084505e-06,7.3649164753847e-05,6.01739758843634e-05,"HVCN1/CORO1A/HLA-F/TLR6/RAC2/TLR1/CYBB/HLA-B/HLA-A/ATP6V0A1/RAB11B/HLA-G/IRGM/TAP1/B2M/RAB34/SYT7/TAP2/TLR2/ATP6V0D2/RAB31/ATP6V0C/RAB20/APPL2/RAB38",25
"GO:0070820","tertiary granule","42/2417","164/19717",2.11331893124382e-06,7.3649164753847e-05,6.01739758843634e-05,"TBC1D10C/CD300A/PTPN6/CD53/TMC6/KCNAB2/SIGLEC5/TRPM2/CYBB/NCKAP1L/DOK3/ADAM8/ITGAM/PTX3/NBEAL2/PTAFR/ITGB2/ATP6V0A1/RAP2B/FTH1/ITGAX/VAMP1/ARL8A/ADGRE3/CTSS/ATP11A/CD59/ILF2/LAIR1/B2M/CLEC12A/CR1/RAC1/TMEM63A/PKP1/NIT2/ALDOA/STOM/CTSH/OLR1/ATP6V0C/LRG1",42
"GO:0035579","specific granule membrane","28/2417","91/19717",2.35899448351746e-06,7.82961502386509e-05,6.39707275981427e-05,"RAB37/ITGAL/HVCN1/CD53/TMC6/KCNAB2/TRPM2/CYBB/STK10/ADAM8/ITGAM/ITGB2/TOM1/RAP2B/VAMP1/DNAJC5/ATP11A/TMBIM1/CD59/LAIR1/CLEC12A/C3AR1/ADGRG3/TMEM63A/STOM/OLR1/ALDH3B1/PTPRJ",28
"GO:0009898","cytoplasmic side of plasma membrane","40/2417","154/19717",2.50374011109486e-06,7.93230389742327e-05,6.4809732062312e-05,"CARMIL2/LCK/MATK/PTPN22/CD2/PTPN7/PTK2B/CNR2/TRAF5/KCNAB2/PTPRC/BLK/RACGAP1/RGS1/JUP/AKAP5/TIAM1/GM2A/CACNB4/GNGT2/GNA11/DTNA/FERMT2/GNG7/SRC/PLEKHA4/LDLRAP1/BIRC2/ANK1/GNAO1/STYK1/G6PD/FGR/FRK/RAB21/ASPSCR1/CDK16/GNG2/HIP1/TRAF2",40
"GO:0042581","specific granule","41/2417","160/19717",2.73478052385816e-06,8.2875740223006e-05,6.77124148012478e-05,"RAB37/ITGAL/HVCN1/PTPN6/CD53/TMC6/DOCK2/KCNAB2/TRPM2/CYBB/STK10/ADAM8/ITGAM/PTX3/JUP/ITGB2/TOM1/CRACR2A/RAP2B/VAMP1/DNAJC5/ATP11A/TMBIM1/CD59/ELANE/ILF2/LAIR1/B2M/CLEC12A/C3AR1/ADGRG3/TMEM63A/NIT2/STOM/VCL/OLR1/ALDH3B1/FRK/AOC1/PTPRJ/LRG1",41
"GO:0001726","ruffle","43/2417","172/19717",3.17440429122964e-06,9.04423658149604e-05,7.38946158814371e-05,"CARMIL2/RASGRP2/ARHGAP45/RINL/SKAP1/LCP1/PACSIN1/ABCA7/WIPF1/ARFIP2/FGD2/THEM4/CDK6/PLEK/PIP5K1A/FGD3/TIAM1/ARF4/MYO1C/ITGB1/PLEKHO1/CLIP1/SRC/DDX58/INPP5J/RAC1/EPS8L3/BAIAP2/SAMSN1/EPS8L1/EPS8L2/FGR/PSD/TNFRSF12A/ITGB3/ARHGEF26/INPP5K/APC/BCAR1/MYO5A/SLC9A3R1/PTPRJ/APPL2",43
"GO:0030135","coated vesicle","63/2417","289/19717",3.24398729608897e-06,9.04423658149604e-05,7.38946158814371e-05,"DENND1C/CD3D/HLA-DPB1/HLA-F/CTLA4/FCHO1/CD3G/PACSIN1/RGS19/UNC13D/KIAA0319/HLA-DQA1/HLA-DPA1/HLA-B/YIF1A/COL7A1/NECAP2/GOLGA2/HLA-A/CD74/TICAM2/IL7R/ECE1/TNK2/SH3BP4/HLA-DRA/INPP5F/FURIN/ARFGAP3/HLA-G/DNAJC5/STX5/HLA-DRB1/HLA-DQB1/TF/SEC16A/CD59/LDLR/ABCB4/ARF1/CLTCL1/RAB27B/SCYL1/APOE/B2M/COPA/CLTB/LDLRAP1/ARCN1/CD4/SLC2A4/COPB2/ECPAS/PEF1/PITPNM3/DIPK2A/SAR1A/SEC31B/HIP1/EREG/SEC23A/APP/GPR107",63
"GO:0098636","protein complex involved in cell adhesion","15/2417","34/19717",3.81755976789163e-06,0.000102339967623864,8.36153779121204e-05,"ITGAL/TSPAN32/ITGAE/ITGB7/CTLA4/ITGAD/ITGA4/ITGA3/ITGAM/ITGB2/CD28/ITGAX/ITGB1/ITGA9/ITGB3",15
"GO:0000793","condensed chromosome","51/2417","223/19717",6.66247180301162e-06,0.00017199047580367,0.000140522309763325,"NDC80/CENPK/CENPF/AURKB/NUF2/SEPTIN6/FANCD2/BUB1/RAD51/NCAPG/SKA3/STAG3/MKI67/CENPM/CDCA5/BLM/CSNK1A1/SPC24/NEK2/BUB1B/SGO2/CENPE/TOP2A/SYCP2L/KNTC1/HJURP/MAD2L1/NDE1/PHF2/PES1/KNL1/NCAPH/MIS12/SMC6/RRS1/SGO1/CENPA/SEPTIN2/PLK1/BRCA2/CENPU/SKA1/TEX14/SPC25/CEBPB/LIG4/BIRC5/CDT1/BUB3/NOL6/CENPB",51
"GO:0005798","Golgi-associated vesicle","43/2417","178/19717",8.12685049539427e-06,0.000202300528403207,0.000165286696165726,"HLA-DPB1/HLA-F/PACSIN1/LRRK2/HLA-DQA1/HLA-DPA1/HLA-B/YIF1A/COL7A1/GOLGA2/HLA-A/CD74/TICAM2/HLA-DRA/FURIN/ARFGAP3/BACE1/HLA-G/STK26/STX5/HLA-DRB1/HLA-DQB1/SEC16A/CD59/ARF1/CLTCL1/RAB27B/SCYL1/B2M/COPA/CLTB/ARCN1/SLC2A4/COPB2/ECPAS/CNGA4/PEF1/PITPNM3/DIPK2A/SAR1A/SEC31B/SEC23A/APP",43
"GO:0070821","tertiary granule membrane","23/2417","73/19717",1.18822807877149e-05,0.000285584472725423,0.00023333262817255,"CD300A/CD53/TMC6/KCNAB2/SIGLEC5/TRPM2/CYBB/ADAM8/ITGAM/NBEAL2/PTAFR/ITGB2/RAP2B/ITGAX/VAMP1/ATP11A/CD59/LAIR1/CLEC12A/TMEM63A/STOM/OLR1/ATP6V0C",23
"GO:0032587","ruffle membrane","27/2417","94/19717",1.47178638070107e-05,0.000341945035782882,0.000279381204196238,"RASGRP2/ARHGAP45/LCP1/PACSIN1/ABCA7/FGD2/THEM4/PLEK/PIP5K1A/TIAM1/ARF4/MYO1C/ITGB1/PLEKHO1/SRC/DDX58/RAC1/EPS8L3/EPS8L1/EPS8L2/FGR/PSD/ITGB3/INPP5K/APC/PTPRJ/APPL2",27
"GO:0098562","cytoplasmic side of membrane","42/2417","178/19717",1.89759010856465e-05,0.00042665171150631,0.000348589558143794,"CARMIL2/LCK/RASAL3/MATK/PTPN22/CD2/PTPN7/PTK2B/CNR2/TRAF5/KCNAB2/PTPRC/BLK/LRRK2/RACGAP1/RGS1/JUP/AKAP5/TIAM1/GM2A/CACNB4/GNGT2/GNA11/DTNA/FERMT2/GNG7/SRC/PLEKHA4/LDLRAP1/BIRC2/ANK1/GNAO1/STYK1/G6PD/FGR/FRK/RAB21/ASPSCR1/CDK16/GNG2/HIP1/TRAF2",42
"GO:0000780","condensed nuclear chromosome, centromeric region","12/2417","26/19717",2.05463389522176e-05,0.000447524945302989,0.000365643729379924,"NDC80/CENPK/AURKB/NUF2/BUB1/BUB1B/SYCP2L/MIS12/SGO1/CENPA/PLK1/CENPB",12
"GO:0008305","integrin complex","13/2417","31/19717",3.29184504991219e-05,0.000695277575693574,0.00056806640255263,"ITGAL/TSPAN32/ITGAE/ITGB7/ITGAD/ITGA4/ITGA3/ITGAM/ITGB2/ITGAX/ITGB1/ITGA9/ITGB3",13
"GO:0030134","COPII-coated ER to Golgi transport vesicle","26/2417","93/19717",3.53021036797472e-05,0.000723693125434818,0.000591282913026107,"HLA-DPB1/HLA-F/HLA-DQA1/HLA-DPA1/HLA-B/YIF1A/COL7A1/GOLGA2/HLA-A/CD74/TICAM2/HLA-DRA/HLA-G/STX5/HLA-DRB1/HLA-DQB1/SEC16A/CD59/B2M/ECPAS/PEF1/PITPNM3/SAR1A/SEC31B/SEC23A/APP",26
"GO:0035577","azurophil granule membrane","19/2417","58/19717",3.64811436357364e-05,0.000726495917545951,0.000593572893441606,"RAB37/LRMP/TOM1/PIGR/DNAJC5/ARL8A/NFAM1/SURF4/VNN1/B4GALT1/BST2/MGST1/C3AR1/CD63/GLIPR1/STOM/RAB5C/SYNGR1/ATP6V0C",19
"GO:0005874","microtubule","79/2417","416/19717",4.5011719397763e-05,0.000871476900562244,0.00071202749105818,"FSD1/RGS14/ARHGAP4/SKAP1/AURKB/AKNA/KIF21B/KIF15/KCNAB2/KIFC1/ASPM/MDM1/JAKMIP1/CEP170B/SKA3/RACGAP1/NUSAP1/DYNC1LI2/RASSF3/NIN/GOLGA2/CCT6A/EMD/TIAM1/NEK2/MTA1/CENPE/DISC1/KNTC1/KIF18B/PSRC1/NDE1/KIF14/KIF4A/KIF1B/TUBB4A/KATNAL1/GTSE1/CKAP2/TPX2/STMN1/CLIP1/LRRC49/SHROOM3/CCT5/CAMSAP3/TUBA1C/HAUS4/BAIAP2/KIF27/DNAH8/PLK1/PAFAH1B1/KIF21A/CDK1/CDK5/SKA1/DCDC2B/TRIM55/TUBB6/HAUS5/MAP7/RMDN3/KIF11/BIRC5/DCTN2/ARFGEF2/MAP2/CSNK1D/APC/KIF20A/CAMSAP2/MYO5A/SVIL/MAPRE2/MTUS2/TUBA1B/HAUS3/FIGN",79
"GO:0030666","endocytic vesicle membrane","39/2417","167/19717",4.72872669839697e-05,0.000890789867238565,0.000727806868800217,"HVCN1/CORO1A/HLA-DPB1/HLA-F/FCHO1/TLR6/RAC2/TLR1/CYBB/HLA-DQA1/HLA-DPA1/HLA-B/HLA-A/CD74/ATP6V0A1/HLA-DRA/RAB11B/HLA-G/HLA-DRB1/HLA-DQB1/WNT7A/IRGM/LDLR/TAP1/APOE/B2M/RAB34/WNT1/SYT7/TAP2/TLR2/ATP6V0D2/RAB31/ATP6V0C/RAB20/HIP1/APPL2/RAB38/CAMK2G",39
"GO:0010008","endosome membrane","88/2417","479/19717",6.04406220535026e-05,0.00110860825187609,0.000905772203073266,"ACAP1/SNX10/HLA-DPB1/SNX20/HLA-F/CD8B/ABCA7/TLR7/HLA-DOA/HLA-DMB/SLC48A1/FIG4/SLA2/HLA-DOB/FGD2/NCF4/MCOLN2/KIAA0319/HLA-DQA1/HLA-DPA1/HLA-B/SORL1/HLA-A/TICAM2/ECE1/ATP6V0A1/HLA-DRA/CHMP7/INPP5F/FURIN/CD1C/RAP2B/RAB11B/BACE1/HLA-G/ARL8A/UBA1/HLA-DRB1/HLA-DQB1/TF/TMBIM1/ERBB2/HLA-DMA/SH3GL1/LDLR/CLIP3/RAB27B/LRP6/B2M/RFFL/SCAMP4/TMEM165/SPAAR/BAIAP3/PLEKHF2/LY96/RAC1/SNX1/CD63/CD1A/CLEC16A/LAMP5/IFITM3/PSD/AP3D1/MITD1/MARCHF8/LLGL1/VPS4A/RAB5C/RAB21/PMEL/CD274/NSG1/ATP6V0D2/UBAP1/ABCB6/RAB31/LEPROT/ATP6V0C/TMEM150B/ABHD17C/TLR9/APPL2/MREG/STX12/SLC11A2/YIPF2",88
"GO:0031256","leading edge membrane","39/2417","170/19717",7.16527567115329e-05,0.00124793199622551,0.00101960463634826,"DOCK8/RASGRP2/RIPOR2/ARHGAP45/SCIMP/LCP1/PACSIN1/ABCA7/FGD2/THEM4/CSPG4/PLEK/PIP5K1A/AKAP5/TIAM1/ARF4/MYO1C/CNTNAP2/FERMT2/ITGB1/ATF4/PLEKHO1/KCNC3/SRC/DDX58/RAC1/EPS8L3/LAMP5/ANK1/EPS8L1/EPS8L2/FGR/PSD/ITGB3/INPP5K/APC/PTPRJ/PTPRK/APPL2",39
"GO:0055037","recycling endosome","40/2417","176/19717",7.26809715063351e-05,0.00124793199622551,0.00101960463634826,"ACAP1/HLA-F/UNC13D/FIG4/MCOLN2/CD22/HLA-B/SORL1/HLA-A/MLC1/INPP5F/RAP2B/RAB11B/BACE1/HLA-G/TF/ATP11A/VPS50/ULK1/ITGB1/CLIP3/B2M/RFFL/SCAMP4/FCHSD2/LMTK2/BAIAP3/ACKR3/RAC1/LDLRAP1/LAMP5/SLC31A1/ARFGEF2/CD274/NSG1/MYO5A/APP/ABHD17C/STX12/SLC11A2",40
"GO:0030662","coated vesicle membrane","41/2417","182/19717",7.34077644838535e-05,0.00124793199622551,0.00101960463634826,"CD3D/HLA-DPB1/HLA-F/FCHO1/CD3G/KIAA0319/HLA-DQA1/HLA-DPA1/HLA-B/NECAP2/HLA-A/CD74/IL7R/HLA-DRA/ARFGAP3/HLA-G/DNAJC5/STX5/HLA-DRB1/HLA-DQB1/TF/SEC16A/CD59/LDLR/CLTCL1/SCYL1/APOE/B2M/COPA/CLTB/LDLRAP1/ARCN1/CD4/COPB2/PEF1/DIPK2A/SAR1A/SEC31B/HIP1/EREG/SEC23A",41
"GO:0005767","secondary lysosome","8/2417","14/19717",7.62297646655654e-05,0.00126505109456903,0.00103359154596669,"NCF1/NCF4/LRRK2/ADAM8/SQSTM1/FTH1/NCF2/FTL",8
"GO:0005819","spindle","67/2417","347/19717",9.90282929684387e-05,0.00154839842741442,0.00126509635162909,"LRMP/HASPIN/RGS14/CENPF/TACC3/AURKB/SEPTIN6/KIF15/ATM/KIFC1/ASPM/PPP2R3C/TTK/SKA3/RACGAP1/NUSAP1/CDCA8/NIN/GOLGA2/EMD/NEK2/BUB1B/SBDS/CENPE/DLGAP5/KNTC1/ARL8A/KIF18B/PSRC1/MAD2L1/NDE1/UNC119/KIF14/KIF4A/PPP2CB/KATNAL1/ESPL1/CKAP2/SHCBP1/CLTCL1/TPX2/CDC14A/CKAP2L/BORA/SGO1/HAUS4/SEPTIN2/PLK1/PAFAH1B1/KBTBD8/CDK1/SKA1/LATS2/AKT1/HAUS5/RMDN3/E4F1/KIF11/BIRC5/VPS4A/CSNK1D/KIF20A/MAPRE2/FMN2/APP/SLC34A1/HAUS3",67
